,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
18387,Theatrhythm Dragon Quest,https://www.imdb.com/title/tt11639334/?ref_=adv_li_tt,2015,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18388,Warlords Battlecry III,https://www.imdb.com/title/tt0462603/?ref_=adv_li_tt,2004,,8.3,32,Add a Plot,False,False,False,False,False,True,False,False,False
18389,Astatos,https://www.imdb.com/title/tt16897514/?ref_=adv_li_tt,2021,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18390,Solomon's Key,https://www.imdb.com/title/tt0186562/?ref_=adv_li_tt,1987,,6.1,59,Add a Plot,False,False,False,False,False,True,False,False,False
18391,Lionheart,https://www.imdb.com/title/tt1179873/?ref_=adv_li_tt,1992,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18392,Midnight Calling: Arabella,https://www.imdb.com/title/tt10953570/?ref_=adv_li_tt,2018,,,,A dark storm created wrecked the ship and now Damian has been captured. Arabella has to apply all efforts and use all her wits and intelligence to rescue her brother and ruin the evil plans of the kidnappers.,False,False,False,False,False,True,False,False,False
18393,Ninja Gaiden,https://www.imdb.com/title/tt2240628/?ref_=adv_li_tt,1989,,7.7,72,Amiga version of Ninja Gaiden. A ninja named Ryu Hayabusa starts a quest to discover his father's killer.,True,False,False,False,False,True,False,False,False
18394,Crusaders of Light,https://www.imdb.com/title/tt10559756/?ref_=adv_li_tt,2017,,,,"The desolation wall has fallen after 700 years of peace, it's now up to you and your allies to battle the demon hordes.",False,False,False,False,False,True,False,False,False
18395,The Forbidden Arts,https://www.imdb.com/title/tt7482094/?ref_=adv_li_tt,2018,,,,"When the hero of the game, Phoenix, seeks the counsel of a druid to make sense of his visions, she awakens the latent pyromancy within him. This begins an epic journey from Phoenix's humble... See full summary »",False,False,False,False,False,True,False,False,False
18396,Eon Altar,https://www.imdb.com/title/tt4452402/?ref_=adv_li_tt,2015,,,,"An ancient, malevolent presence stirs within the depths of the Eon Altar, and only a small band of heroes can stop it from consuming the world. What mysterious force brought you here ... See full summary »",False,False,False,False,False,True,False,False,False
18397,JumpStart Math for Second Graders,https://www.imdb.com/title/tt18091576/?ref_=adv_li_tt,1997,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18398,Fist of the North Star 7: Seiken Retsuden Road to the Successor,https://www.imdb.com/title/tt5459512/?ref_=adv_li_tt,1993,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18399,Brandish: The Dark Revenant,https://www.imdb.com/title/tt17079968/?ref_=adv_li_tt,2009,T,,,"Vittoria: A medieval kingdom banished deep underground a thousand years ago, brought down by the hubris of its ruler upon the slaying of a god. Lost and forgotten, a new kingdom was built ... See full summary »",False,False,False,False,False,True,False,False,False
18400,Lineage: The Blood Pledge,https://www.imdb.com/title/tt0440587/?ref_=adv_li_tt,1998,,8.2,12,"Lineage takes place in a backdrop of medieval fantasy. The hero, a member of the royal bloodline, heads for his homeland - the Kingdom of Aden - with his guardian knights, determined to ... See full summary »",False,False,False,False,False,True,False,False,False
18401,Malevolence: The Sword of Ahkranox,https://www.imdb.com/title/tt2386251/?ref_=adv_li_tt,2012,,,,The imaginary world of a sentient sword is threatened by the forces of darkness. Only a true hero can cleanse the world of evil.,False,False,False,False,False,True,False,False,False
18402,Monster Tale,https://www.imdb.com/title/tt6727430/?ref_=adv_li_tt,2011,E,6.4,7,Add a Plot,False,False,False,False,False,True,False,False,False
18403,Beyond Skyrim: Wares of Tamriel,https://www.imdb.com/title/tt13720600/?ref_=adv_li_tt,2020,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18404,Monster Rancher,https://www.imdb.com/title/tt0285741/?ref_=adv_li_tt,1997,E,7.1,43,Add a Plot,True,False,False,False,False,True,False,False,False
18405,Defenders of Ardania,https://www.imdb.com/title/tt9671488/?ref_=adv_li_tt,2012,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18406,Everafter Falls,https://www.imdb.com/title/tt14752148/?ref_=adv_li_tt,2022,,,,"You wake up to discover the life you previously had on Earth was nothing but a simulation. With no memory of this place, you will explore and rediscover the serene and peaceful existence ... See full summary »",False,False,False,False,False,True,False,False,False
18407,Fury,https://www.imdb.com/title/tt2505070/?ref_=adv_li_tt,2007,T,,,Add a Plot,False,False,False,False,False,True,False,False,False
18408,Warlords Battlecry II,https://www.imdb.com/title/tt21262288/?ref_=adv_li_tt,2002,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18409,Lineage M: The Elmor,https://www.imdb.com/title/tt15007888/?ref_=adv_li_tt,2021,,,,Lineage M 4th Anniversary: THE ELMOR. A ruthless slayer on the battlefield. A new 'Reaper' class. An empire reborn under destruction. A vast new territory known as 'Elmore.' A new 'Grim ... See full summary »,False,False,False,False,False,True,False,False,False
18410,Dungeon of the Endless,https://www.imdb.com/title/tt9772532/?ref_=adv_li_tt,2014,,5.4,13,Add a Plot,False,False,False,False,False,True,False,False,False
18411,Majesty 2: Monster Kingdom,https://www.imdb.com/title/tt9798546/?ref_=adv_li_tt,2011,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18412,Legends of Middle Earth,https://www.imdb.com/title/tt14866462/?ref_=adv_li_tt,2017,,,,Legends of Middle Earth brings Tolkien's world to the game of Age of Mythology.,False,False,False,False,False,True,False,False,False
18413,Storybook Brawl,https://www.imdb.com/title/tt18484378/?ref_=adv_li_tt,2021,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18414,Targhan,https://www.imdb.com/title/tt10796202/?ref_=adv_li_tt,1989,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18415,DragonVale,https://www.imdb.com/title/tt14100142/?ref_=adv_li_tt,2011,,7.6,9,Add a Plot,False,False,False,False,False,True,False,False,False
18416,Zybex,https://www.imdb.com/title/tt0462642/?ref_=adv_li_tt,1988,Not Rated,5.8,13,"Aside-scrolling space-shooter, similar to R-Type, with the usual bosses and power-ups.",True,False,False,False,False,True,False,True,False
18417,Final Sky,https://www.imdb.com/title/tt6148452/?ref_=adv_li_tt,2014,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18418,Demon's Rise: War for the Deep,https://www.imdb.com/title/tt9630446/?ref_=adv_li_tt,2018,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18419,Kaiju Klimb,https://www.imdb.com/title/tt14175560/?ref_=adv_li_tt,2019,,,,"Kaiju Klimb was built in a Game Jam, performed by 7 beginners. Their love for cute animals and world annihilation inspired those deary designers into developing a minimum viable product of ... See full summary »",False,False,False,False,False,True,False,False,False
18420,EverQuest: The Buried Sea,https://www.imdb.com/title/tt0965419/?ref_=adv_li_tt,2007,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18421,EverQuest II: The Fallen Dynasty,https://www.imdb.com/title/tt0829165/?ref_=adv_li_tt,2006,,7.2,16,Add a Plot,False,False,False,False,False,True,False,False,False
18422,Larry: Pup Run,https://www.imdb.com/title/tt7383518/?ref_=adv_li_tt,2010,,,,"In Pup Run, you are Larry, and you ride your mentally disturbed pup on the race track. Try to make the longest run possible while avoiding obstacles and taking power.",False,False,False,False,False,True,False,False,False
18423,Majesty: The Northern Expansion,https://www.imdb.com/title/tt9798556/?ref_=adv_li_tt,2001,E,,,"Expansion for the main game. Includes new skills for units, new buildings, new monsters another twelve single player scenarios and an expanded random map generator.",False,False,False,False,False,True,False,False,False
18424,Poptropica Worlds,https://www.imdb.com/title/tt8958620/?ref_=adv_li_tt,2017,,,,"A journey of infinite discovery awaits you in Poptropica Realms. Create a brand-new world, and then use the power of Svadilfari to shape it into any form you can dream. Explore randomly ... See full summary »",False,False,False,False,False,True,False,False,False
18425,Mutant Fighter,https://www.imdb.com/title/tt2532136/?ref_=adv_li_tt,1991,,5.6,11,Add a Plot,True,False,False,False,False,True,False,False,False
18426,Summoner Sweetheart,https://www.imdb.com/title/tt6446696/?ref_=adv_li_tt,2015,,,,"At Summoner's Academy located in the city of Demacia, a cohort of students with one common interest create the high school's first League of Legends club. The game warps the players inside ... See full summary »",False,False,False,False,False,True,False,False,False
18427,Lost Kingdoms II,https://www.imdb.com/title/tt0370901/?ref_=adv_li_tt,2003,T,7.6,14,"Generations after the events of Lost Kingdoms, Katia of Argwyll is now remembered as a legendary queen. The heroine of this story is Tara Grimface, a reserved member of a guild of thieves, ... See full summary »",False,False,False,False,False,True,False,False,False
18428,Saints of Virtue,https://www.imdb.com/title/tt15238030/?ref_=adv_li_tt,1999,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18429,Wonderbook: Book of Spells,https://www.imdb.com/title/tt3358032/?ref_=adv_li_tt,2012,,5.4,33,In the game you can be a wizard or a witch in the wizarding world of Harry Potter.,False,False,False,False,False,True,False,False,False
18430,Disney Dailies - What's Up? (Aladdin),https://www.imdb.com/title/tt14883554/?ref_=adv_li_tt,2019,,,,"A suite of sketches and stories that show kids ""What's up?"" with their favorite Disney characters.",False,False,False,False,False,True,False,False,False
18431,Incantation,https://www.imdb.com/title/tt0486602/?ref_=adv_li_tt,1996,,6.1,8,Add a Plot,True,False,False,False,False,True,False,False,False
18432,Natural Doctrine,https://www.imdb.com/title/tt12088778/?ref_=adv_li_tt,2014,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18433,Dungeons & Dragons Online: Menace of the Underdark,https://www.imdb.com/title/tt2679118/?ref_=adv_li_tt,2012,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18434,Pandora's Palace,https://www.imdb.com/title/tt2292853/?ref_=adv_li_tt,1984,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18435,The Lord of the Rings Online: Riders of Rohan,https://www.imdb.com/title/tt5904590/?ref_=adv_li_tt,2012,,6.9,10,Add a Plot,False,False,False,False,False,True,False,False,False
18436,Majesty: The Fantasy Kingdom Sim,https://www.imdb.com/title/tt9296682/?ref_=adv_li_tt,2000,,8.0,22,"Take control of the fantasy kingdom Ardania and build guilds and temples to hire heroes as well as equipment for them, so that they can fight the evil monsters that lurk in the wild.",False,False,False,False,False,True,False,False,False
18437,The Curse of Dwight Periwinkle,https://www.imdb.com/title/tt9109252/?ref_=adv_li_tt,2018,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18438,Sengoku,https://www.imdb.com/title/tt2639992/?ref_=adv_li_tt,1991,,6.1,20,Add a Plot,True,False,False,False,False,True,False,False,False
18439,Wizardy Gold,https://www.imdb.com/title/tt14590964/?ref_=adv_li_tt,1996,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18440,Chris Sawyer's Locomotion,https://www.imdb.com/title/tt4470004/?ref_=adv_li_tt,2004,,7.3,8,"Chris Sawyer's Locomotion is a computer game by independent game developer Chris Sawyer. In his words, it is ""the spiritual successor to Transport Tycoon"".",False,False,False,False,False,True,False,False,False
18441,Virtuoso,https://www.imdb.com/title/tt14655790/?ref_=adv_li_tt,1994,T,,,"Third person shooter about a rocker hero, played by a digitized actor, with long hair, leather jacket and dual wielding shotguns who fights various weird enemies in several surreal surroundings.",True,False,False,False,False,True,False,False,False
18442,The Lord of the Rings: Tactics,https://www.imdb.com/title/tt9674742/?ref_=adv_li_tt,2005,,6.4,9,Fight to save or conquer Middle Earth in this turn-based strategy game.,False,False,False,False,False,True,False,False,False
18443,The Order of the Thorne: The King's Challenge,https://www.imdb.com/title/tt5424998/?ref_=adv_li_tt,2016,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18444,Trog,https://www.imdb.com/title/tt2835688/?ref_=adv_li_tt,1991,,6.5,11,Add a Plot,True,False,False,False,False,True,False,False,False
18445,Asheron's Call 2: Fallen Kings,https://www.imdb.com/title/tt0405705/?ref_=adv_li_tt,2002,,8.3,14,Add a Plot,False,False,False,False,False,True,False,False,False
18446,Elefunk,https://www.imdb.com/title/tt2075167/?ref_=adv_li_tt,2008,,3.6,5,An Elephant herd has been kidnapped and displaced throughout the world by a nefarious circus ringleader. Now it's up to the player to help an Elephant rescue and reunite with his herd.,False,False,False,False,False,True,False,False,False
18447,Dungeon Lords,https://www.imdb.com/title/tt0432276/?ref_=adv_li_tt,2004,,7.3,29,Add a Plot,False,False,False,False,False,True,False,False,False
18448,Injustice 2 Mobile,https://www.imdb.com/title/tt15777780/?ref_=adv_li_tt,2017,,,,Add a Plot,True,False,False,False,False,True,False,True,False
18449,Tricky Towers,https://www.imdb.com/title/tt8174326/?ref_=adv_li_tt,2016,,6.8,53,Add a Plot,False,False,False,False,False,True,False,False,False
18450,Quinta Essentia,https://www.imdb.com/title/tt13217844/?ref_=adv_li_tt,2021,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18451,Silent Thunder: A-10 Tank Killer II (Videogame),https://www.imdb.com/title/tt6074086/?ref_=adv_li_tt,1996,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18452,Slashers: The Power Battle,https://www.imdb.com/title/tt5890750/?ref_=adv_li_tt,2013,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18453,Creatio Ex Nihilo: Aition,https://www.imdb.com/title/tt7900294/?ref_=adv_li_tt,2018,,,,Battle against gods and experience the creation myth of a grand fantasy universe.,False,False,False,False,False,True,False,False,False
18454,Dungeons & Dragons: Shadow Over Mystara,https://www.imdb.com/title/tt9682898/?ref_=adv_li_tt,1996,,8.1,22,Add a Plot,True,False,False,False,False,True,False,False,False
18455,Blood & Magic,https://www.imdb.com/title/tt0461911/?ref_=adv_li_tt,1996,K-A,8.4,6,Add a Plot,False,False,False,False,False,True,False,False,False
18456,Bahamut Lagoon,https://www.imdb.com/title/tt0434783/?ref_=adv_li_tt,1996,,8.1,33,"When the Kingdom of Kahna, gets conquered by the Granbelos Empire, headed by Emperor Sauzer, the rebel alliance called The Resistance, set out on a journey to liberate the skies of Orelus from the clutches of the Granbelos Empire.",False,False,False,False,False,True,False,False,False
18457,Eagle Island,https://www.imdb.com/title/tt16289446/?ref_=adv_li_tt,2019,,,,"Explore the avian world of Eagle Island alongside Quill and his loyal owl, Koji, in a desperate attempt to rescue Koji's sibling Ichiro from the Guardian Eagle, Armaura.",True,False,False,False,False,True,False,False,False
18458,Skyworld,https://www.imdb.com/title/tt8174266/?ref_=adv_li_tt,2017,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18459,Vacant Sky Vol. I: Contention,https://www.imdb.com/title/tt1243618/?ref_=adv_li_tt,2008,T,6.9,12,"Raised in the small town of East Naven, Auria Edith always dreamed of something more in life. Ironically, her opportunity finally came when she was murdered. After making a pact with a ... See full summary »",False,False,False,False,False,True,False,False,False
18460,Spellforce 2: Shadow Wars,https://www.imdb.com/title/tt0805616/?ref_=adv_li_tt,2006,,8.4,90,"In this computer game, the developers in the face of the German studio EA Phenomic managed to combine the creation, pumping of the main character, his interaction with other characters with... See full summary »",False,False,False,False,False,True,False,False,False
18461,Sorcerer of Siva,https://www.imdb.com/title/tt1070413/?ref_=adv_li_tt,1981,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18462,EverQuest II: Echoes of Faydwer,https://www.imdb.com/title/tt1322914/?ref_=adv_li_tt,2006,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18463,LMA Manager 2003,https://www.imdb.com/title/tt0416903/?ref_=adv_li_tt,2002,,7.4,13,Add a Plot,False,False,False,False,False,True,False,False,False
18464,Faeria,https://www.imdb.com/title/tt5479552/?ref_=adv_li_tt,2016,,6.4,9,Add a Plot,False,False,False,False,False,True,False,False,False
18465,Dragomon Hunter,https://www.imdb.com/title/tt7361138/?ref_=adv_li_tt,2015,,,,"The anime based look of Dragomon Hunter, reminiscent of Dragon Quest titles and Blue Dragon, is very vibrant and colorful. In game, players will take on the role of one of four classes (... See full summary »",False,False,False,False,False,True,False,False,False
18466,Bust-A-Move Live!,https://www.imdb.com/title/tt1555752/?ref_=adv_li_tt,2009,E,,,Add a Plot,True,False,False,False,False,True,False,False,False
18467,Castle of Dr. Brain,https://www.imdb.com/title/tt11673352/?ref_=adv_li_tt,1991,,6.6,8,Add a Plot,False,False,False,False,False,True,False,False,False
18468,The Princess and the Paintbrush,https://www.imdb.com/title/tt4568350/?ref_=adv_li_tt,,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18469,Dungeon Hunter Champions,https://www.imdb.com/title/tt8946464/?ref_=adv_li_tt,2018,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18470,Mystic Midway: Rest in Pieces,https://www.imdb.com/title/tt5538618/?ref_=adv_li_tt,1992,,,,FMV arcade shooting gallery. Taunting supernatural entity known as Dr. Death is the host of a horror themed shooting gallery. Beat his scores in every level to win the game and leave alive. Part of Mystic Midway arcade series.,True,False,False,False,False,True,False,False,False
18471,Puella Magi Madoka Magica TPS Featuring Homura Akemi,https://www.imdb.com/title/tt6155320/?ref_=adv_li_tt,2011,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18472,The Tenth Line,https://www.imdb.com/title/tt6664344/?ref_=adv_li_tt,2017,,,,"The Tenth Line begins with a spoiled princess on the run after being kidnapped from her home by a mysterious cult. She escapes into the wilds, with the cultists in hot pursuit, and ... See full summary »",False,False,False,False,False,True,False,False,False
18473,Alice in Neverland,https://www.imdb.com/title/tt7332304/?ref_=adv_li_tt,2017,,,,"Alice is ditching class when she falls down a rabbit hole, waking up in a strange new world. There she meets Cheshire, a person (cat/boy thing?) who leads her to Peter. She is made aware of... See full summary »",False,False,False,False,False,True,False,False,False
18474,Curse That Magic Cat!,https://www.imdb.com/title/tt13909140/?ref_=adv_li_tt,2021,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18475,Plus Alpha,https://www.imdb.com/title/tt2322428/?ref_=adv_li_tt,1989,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18476,Doragon naito,https://www.imdb.com/title/tt5190404/?ref_=adv_li_tt,1989,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18477,Shadow Point,https://www.imdb.com/title/tt13996374/?ref_=adv_li_tt,2019,,,,"Uncover the mystery of a missing schoolgirl, Lorna McCabe, who vanished from Shadow Point Observatory twelve years ago.",False,False,False,False,False,True,False,False,False
18478,Mystic Riders,https://www.imdb.com/title/tt2993458/?ref_=adv_li_tt,1992,,5.7,8,Add a Plot,True,False,False,False,False,True,False,False,False
18479,Lizard Wizard,https://www.imdb.com/title/tt2345621/?ref_=adv_li_tt,1985,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18480,Ishido: The Way of the Stones,https://www.imdb.com/title/tt0378115/?ref_=adv_li_tt,1991,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18481,Tricky Doc,https://www.imdb.com/title/tt2201908/?ref_=adv_li_tt,1987,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18482,The Nine Lives of Nim: Fortune's Fool,https://www.imdb.com/title/tt13717880/?ref_=adv_li_tt,2019,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18483,Overfall,https://www.imdb.com/title/tt6955214/?ref_=adv_li_tt,2016,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18484,King Arthur: Fallen Champions,https://www.imdb.com/title/tt9793694/?ref_=adv_li_tt,2011,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18485,Lovely Planet Remix,https://www.imdb.com/title/tt16317390/?ref_=adv_li_tt,2021,,,,Add a Plot,True,False,False,False,False,True,False,True,False
18486,BattleKasters,https://www.imdb.com/title/tt4549262/?ref_=adv_li_tt,2015,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18487,Dynamite Düx,https://www.imdb.com/title/tt2225680/?ref_=adv_li_tt,1988,,5.8,23,Add a Plot,True,False,False,False,False,True,False,False,False
18488,Imre's Curse: The Prologue,https://www.imdb.com/title/tt8228178/?ref_=adv_li_tt,2018,,,,"There once was a time when gods and humans lived together as one. That peace was shattered long long ago. Now the gods and goddesses find themselves inhabiting the planet of Sanctum, while ... See full summary »",False,False,False,False,False,True,False,False,False
18489,War of Warlocks,https://www.imdb.com/title/tt4440358/?ref_=adv_li_tt,2014,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18490,Arcus Odyssey,https://www.imdb.com/title/tt12304836/?ref_=adv_li_tt,1991,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18491,Warlock: Master of the Arcane,https://www.imdb.com/title/tt9671458/?ref_=adv_li_tt,2012,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18492,Dawn of Magic,https://www.imdb.com/title/tt10235086/?ref_=adv_li_tt,2005,,4.3,15,Add a Plot,True,False,False,False,False,True,False,False,False
18493,King Arthur's World,https://www.imdb.com/title/tt6764206/?ref_=adv_li_tt,1993,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18494,Runewards,https://www.imdb.com/title/tt5936970/?ref_=adv_li_tt,2017,,,,The game is a free-to-play competitive strategy card game pitting you against other players in an epic duel of wits and tactics. The players must anticipating your opponent's moves and out-smarting your foe in any way you can.,False,False,False,False,False,True,False,False,False
18495,EDDA Café,https://www.imdb.com/title/tt18347532/?ref_=adv_li_tt,2021,,,,"""Have you ever heard a myth about cafes that turn back time?"" Follow the story of Mina in her struggle to move on from the past that haunts her since these past two years. She lost someone ... See full summary »",False,False,False,False,False,True,False,False,False
18496,Conqueror: A.D. 1086,https://www.imdb.com/title/tt0427090/?ref_=adv_li_tt,1995,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18497,SunkenWorld,https://www.imdb.com/title/tt11005896/?ref_=adv_li_tt,2012,,,,"In a future Earth, the resources of the world have been almost completely depleted, until one day humans uncover the mythical underwater nation of 'Etherea' hidden deep within the darkest ... See full summary »",False,False,False,False,False,True,False,False,False
18498,Legend of Grimrock,https://www.imdb.com/title/tt3208066/?ref_=adv_li_tt,2012,,7.4,58,Add a Plot,False,False,False,False,False,True,False,False,False
18499,EverQuest: Planes of Power,https://www.imdb.com/title/tt0411359/?ref_=adv_li_tt,2002,T,7.5,10,Add a Plot,False,False,False,False,False,True,False,False,False
18500,King's Table: The Legend of Ragnarok,https://www.imdb.com/title/tt15441458/?ref_=adv_li_tt,1993,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18501,Ninja Combat,https://www.imdb.com/title/tt0362912/?ref_=adv_li_tt,1990,,5.8,22,Add a Plot,True,False,False,False,False,True,False,False,False
18502,Majikaru Doroppu II,https://www.imdb.com/title/tt7097662/?ref_=adv_li_tt,1996,,6.1,9,Add a Plot,False,False,False,False,False,True,False,False,False
18503,Clans,https://www.imdb.com/title/tt9723498/?ref_=adv_li_tt,1999,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18504,Colliding Souls,https://www.imdb.com/title/tt5077514/?ref_=adv_li_tt,2016,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18505,Puella Magi Madoka Magica TPS Featuring Mami Tomoe,https://www.imdb.com/title/tt6155386/?ref_=adv_li_tt,2012,,6.2,21,Add a Plot,False,False,False,False,False,True,False,False,False
18506,Memorick: The Apprentice Knight,https://www.imdb.com/title/tt0470069/?ref_=adv_li_tt,2004,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18507,Undecember,https://www.imdb.com/title/tt21304420/?ref_=adv_li_tt,2022,Not Rated,,,Add a Plot,False,False,False,False,False,True,False,False,False
18508,Pokémon HOME,https://www.imdb.com/title/tt11687174/?ref_=adv_li_tt,2020,E,6.2,25,Add a Plot,False,False,False,False,False,True,False,False,False
18509,Ninja Hayate,https://www.imdb.com/title/tt2290545/?ref_=adv_li_tt,1984,,5.8,14,"Animated game similar to Dragon's Lair. In feudal Japan, young ninja Hayate must battle all sorts of monsters and avoid all sorts of traps to reach the palace where evil samurai mage holds the princess he loves.",True,False,False,False,False,True,False,False,False
18510,Touken Ranbu,https://www.imdb.com/title/tt13728700/?ref_=adv_li_tt,2015,,,,Add a Plot,True,False,False,False,False,True,False,True,False
18511,Forsaken World: Gods and Demons,https://www.imdb.com/title/tt21204316/?ref_=adv_li_tt,2021,Not Rated,,,Add a Plot,False,False,False,False,False,True,False,False,False
18512,Doragon naito II,https://www.imdb.com/title/tt5190476/?ref_=adv_li_tt,1990,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18513,Massive Chalice,https://www.imdb.com/title/tt4919320/?ref_=adv_li_tt,2015,,6.4,17,Add a Plot,False,False,False,False,False,True,False,False,False
18514,Majesty 2: Kingmaker,https://www.imdb.com/title/tt9798542/?ref_=adv_li_tt,2010,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18515,Arcane Sorcery,https://www.imdb.com/title/tt6824578/?ref_=adv_li_tt,2015,,8.2,12,You are a sorcerer king. Cast powerful spells from afar from one of 4 spell books. Train units and build your economy. High strategy on a campaign map as well in turn base battles.,False,False,False,False,False,True,False,False,False
18516,Larry and the Gnomes,https://www.imdb.com/title/tt7380818/?ref_=adv_li_tt,2010,,,,"The kingdom of Karryon, once a peaceful land, has been plagued by a dark influence, and now hordes of Gnomes from the near Whackpork forest are wreaking havoc in the capital. You play as ... See full summary »",False,False,False,False,False,True,False,False,False
18517,Idle Champions of the Forgotten Realms,https://www.imdb.com/title/tt9686322/?ref_=adv_li_tt,2017,,5.3,20,An official 'Dungeons and Dragons' idle clicker game that challenges players to form a party and master the art of formation strategy.,False,False,False,False,False,True,False,False,False
18518,The Hive,https://www.imdb.com/title/tt4110238/?ref_=adv_li_tt,2014,,,,The Hive is a new story-driven fantasy game. Gorgeous music and a beautiful visual design takes you to planet of New Eden. There you assume control as the Insectoid Hive mind and face the challenges ahead. How long can you survive?,False,False,False,False,False,True,False,False,False
18519,Sorcerer Lord,https://www.imdb.com/title/tt1779481/?ref_=adv_li_tt,1987,,,,"The game is set in the fictional land of Galanor. Galanor contains three human kingdoms, a forest kingdom of elves, a kingdom of barbarians and two kingdoms of mountain warriors. The aim is... See full summary »",False,False,False,False,False,True,False,False,False
18520,Chaos Heroes Online,https://www.imdb.com/title/tt6148426/?ref_=adv_li_tt,2014,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18521,Atic Atac,https://www.imdb.com/title/tt0395945/?ref_=adv_li_tt,1984,,5.9,24,A superb game for children and adults alike because of the depth of plot and graphics. At the start of the colourful game you can choose one of the characters available and they include a ... See full summary »,True,False,False,False,False,True,False,False,False
18522,Avatar,https://www.imdb.com/title/tt2136754/?ref_=adv_li_tt,1979,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18523,Sacred 2: Ice & Blood,https://www.imdb.com/title/tt1545321/?ref_=adv_li_tt,2009,,7.5,27,Add a Plot,False,False,False,False,False,True,False,False,False
18524,Idyllic!,https://www.imdb.com/title/tt8826764/?ref_=adv_li_tt,2011,,,,You are Arcanian a Sun Priest returning from your training when you notice that the world has come under darkness. Using your new powers to fight the darkness and turn dark environment into healthy environment while defeating boss.,False,False,False,False,False,True,False,False,False
18525,Warlords Battlecry,https://www.imdb.com/title/tt0436888/?ref_=adv_li_tt,2000,,7.3,23,Add a Plot,False,False,False,False,False,True,False,False,False
18526,pedit5,https://www.imdb.com/title/tt1986216/?ref_=adv_li_tt,1975,,,,Pedit5 or The Dungeon is a contender to being the first RPG computer game. The player explores a predefined dungeon of 40+ rooms in which random monsters wander that can be killed and ... See full summary »,False,False,False,False,False,True,False,False,False
18527,Labyrinths of the World: Hearts of the Planet,https://www.imdb.com/title/tt12921152/?ref_=adv_li_tt,2020,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18528,Lovely Planet Arcade,https://www.imdb.com/title/tt16317384/?ref_=adv_li_tt,2016,,,,Add a Plot,True,False,False,False,False,True,False,True,False
18529,Captain Solo,https://www.imdb.com/title/tt9838638/?ref_=adv_li_tt,2018,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18530,Avencast: Rise of the Mage,https://www.imdb.com/title/tt1418116/?ref_=adv_li_tt,2007,,6.8,17,Add a Plot,False,False,False,False,False,True,False,False,False
